"","Matricula","Campus","Facultad","Carrera","Proceso","HoraRegistro"
"11188","221317","ULV","NM","BACH","Asignación de Carga Académica",2022-01-18 09:26:45
"11189","221317","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-19 08:13:35
"11190","221317","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-18 18:01:05
"11191","221317","ULV","NM","BACH","Inscripción Finalizada",2021-08-23 17:37:22
"11192","221317","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-23 16:01:04
"11193","221317","ULV","NM","BACH","Asignación de Carga Académica",2021-08-16 09:33:41
"11194","221317","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-12 22:08:35
"11195","221318","ULV","FCS","ENF","Inscripción Finalizada",2021-08-16 09:32:03
"11196","221318","ULV","FCS","ENF","Confirmación Pago Deposito",2021-08-15 17:26:39
"11197","221318","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-08-12 09:17:48
"11198","221318","ULV","FCS","ENF","Solicitud de Carga Académica",2021-08-11 20:33:39
"11199","221318","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-11 20:37:41
"11200","221318","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-08-11 21:14:08
"11201","221318","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-18 19:20:24
"11202","221318","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-21 12:12:40
"11203","221318","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-21 12:14:55
"11204","221318","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-21 12:04:17
"11205","221318","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-21 12:58:07
"11206","221318","ULV","FCS","ENF","Confirmación Pago Deposito",2022-01-23 17:56:14
"11207","221318","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-26 17:44:40
"11208","221318","ULV","FCS","ENF","Inscripción Finalizada",2022-02-01 12:17:05
"11209","221319","ULV","FT","TEO","Inscripción Finalizada",2022-01-27 11:05:07
"11210","221319","ULV","FT","TEO","Confirmación Pago Deposito",2022-01-25 17:48:27
"11211","221319","ULV","FT","TEO","Pago Deposito/Tranferencia",2022-01-24 11:08:44
"11212","221319","ULV","FT","TEO","Pago Deposito/Tranferencia",2022-01-24 11:56:29
"11213","221319","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-21 16:14:17
"11214","221319","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-23 09:06:53
"11215","221319","ULV","FT","TEO","Asignación de Carga Académica",2022-01-21 11:35:36
"11216","221319","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-20 08:25:36
"11217","221319","ULV","FT","TEO","Inscripción Finalizada",2021-08-25 11:35:40
"11218","221319","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-16 14:45:20
"11219","221319","ULV","FT","TEO","Solicitud de Carga Académica",2021-08-13 05:46:50
"11220","221319","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-13 12:00:57
"11221","221319","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-08-13 11:38:34
"11222","221319","ULV","FT","TEO","Asignación de Carga Académica",2021-08-13 11:35:21
"11223","221319","ULV","FT","TEO","Pago Deposito/Tranferencia",2021-08-13 13:34:33
"11224","221320","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-08-13 12:58:06
"11225","221320","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-13 13:16:01
"11226","221320","ULV","FT","TEO","Asignación de Carga Académica",2021-08-13 12:46:40
"11227","221320","ULV","FT","TEO","Solicitud de Carga Académica",2021-08-13 12:17:57
"11228","221320","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-17 09:44:23
"11229","221320","ULV","FT","TEO","Inscripción Finalizada",2021-08-17 11:38:01
"11230","221320","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-17 11:03:51
"11231","221320","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-02-01 11:41:40
"11232","221320","ULV","FT","TEO","Asignación de Carga Académica",2022-02-01 11:18:53
"11233","221320","ULV","FT","TEO","Asignación de Carga Académica",2022-02-01 11:16:04
"11234","221320","ULV","FT","TEO","Asignación de Carga Académica",2022-02-01 11:16:38
"11235","221320","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-31 12:04:11
"11236","221320","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-02-02 09:10:13
"11237","221320","ULV","FT","TEO","Pago Deposito/Tranferencia",2022-02-02 11:12:36
"11238","221320","ULV","FT","TEO","Confirmación Pago Deposito",2022-02-03 11:07:21
"11239","221320","ULV","FT","TEO","Inscripción Finalizada",2022-02-03 11:43:15
"11240","221321","ULV","FT","TEO","Inscripción Finalizada",2022-02-03 11:36:12
"11241","221321","ULV","FT","TEO","Confirmación Pago Deposito",2022-02-03 10:17:01
"11242","221321","ULV","FT","TEO","Pago Deposito/Tranferencia",2022-02-02 11:57:59
"11243","221321","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-31 18:24:18
"11244","221321","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-31 18:24:49
"11245","221321","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-16 16:50:58
"11246","221321","ULV","FT","TEO","Inscripción Finalizada",2021-08-20 09:57:13
"11247","221321","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-20 09:48:14
"11248","221321","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-18 12:34:16
"11249","221321","ULV","FT","TEO","Asignación de Carga Académica",2022-01-18 11:57:04
"11250","221321","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-17 15:52:02
"11251","221321","ULV","FT","TEO","Confirmación de Pago en Línea",2021-09-15 12:50:20
"11252","221321","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-18 16:49:45
"11253","221321","ULV","FT","TEO","Asignación de Carga Académica",2021-08-16 16:01:21
"11254","221321","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-08-16 16:05:45
"11255","221321","ULV","FT","TEO","Solicitud de Carga Académica",2021-08-15 15:01:26
"11256","221322","ULV","NM","KIN","Confirmación Pago Deposito",2021-08-13 12:27:39
"11257","221322","ULV","NM","KIN","Confirmación Pago Deposito",2021-08-13 12:28:07
"11258","221322","ULV","NM","KIN","Confirmación Pago Deposito",2021-08-13 12:23:15
"11259","221322","ULV","NM","KIN","Confirmación Pago Deposito",2021-08-13 12:23:59
"11260","221322","ULV","NM","KIN","Solicitud de Cálculo de Cobro",2021-08-12 21:13:24
"11261","221322","ULV","NM","KIN","Asignación de Cálculo de Cobro",2021-08-13 09:13:46
"11262","221322","ULV","NM","KIN","Inscripción Finalizada",2021-08-13 13:52:48
"11263","221322","ULV","NM","KIN","Asignación de Carga Académica",2021-08-12 16:06:45
"11264","221322","ULV","NM","KIN","Solicitud de Carga Académica",2021-08-12 15:21:45
"11265","221322","ULV","NM","KIN","Inscripción Finalizada",2022-02-08 09:59:47
"11266","221322","ULV","NM","KIN","Confirmación Pago Deposito",2022-02-07 17:06:54
"11267","221323","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-02-04 12:07:02
"11268","221323","ULV","FT","TEO","Confirmación Pago Deposito",2022-02-01 12:54:49
"11269","221323","ULV","FT","TEO","Inscripción Finalizada",2022-02-01 15:00:27
"11270","221323","ULV","FT","TEO","Solicitud de Carga Académica",2021-08-16 09:38:51
"11271","221323","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-08-16 16:05:47
"11272","221323","ULV","FT","TEO","Asignación de Carga Académica",2021-08-16 16:03:06
"11273","221323","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-18 17:06:57
"11274","221323","ULV","FT","TEO","Asignación de Carga Académica",2022-01-18 15:46:00
"11275","221323","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-18 18:04:48
"11276","221323","ULV","FT","TEO","Confirmación de Pago en Línea",2021-10-05 12:35:37
"11277","221323","ULV","FT","TEO","Confirmación de Pago en Línea",2021-10-06 13:07:26
"11278","221323","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-18 09:52:46
"11279","221323","ULV","FT","TEO","Confirmación de Pago en Línea",2021-08-19 12:15:24
"11280","221323","ULV","FT","TEO","Inscripción Finalizada",2021-08-25 11:36:20
"11281","221323","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-16 16:53:13
"11282","221324","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-17 09:32:05
"11283","221324","ULV","FT","TEO","Inscripción Finalizada",2021-08-17 10:20:43
"11284","221324","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-16 15:15:11
"11285","221324","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-16 15:15:40
"11286","221324","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-16 15:07:54
"11287","221324","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-08-16 12:58:13
"11288","221324","ULV","FT","TEO","Asignación de Carga Académica",2021-08-16 12:09:06
"11289","221324","ULV","FT","TEO","Solicitud de Carga Académica",2021-08-16 12:07:33
"11290","221324","ULV","FT","TEO","Inscripción Finalizada",2022-02-01 12:21:12
"11291","221324","ULV","FT","TEO","Asignación de Carga Académica",2022-02-01 09:43:38
"11292","221324","ULV","FT","TEO","Asignación de Carga Académica",2022-02-01 09:44:53
"11293","221324","ULV","FT","TEO","Asignación de Carga Académica",2022-02-01 09:45:19
"11294","221324","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-02-01 10:47:14
"11295","221324","ULV","FT","TEO","Confirmación Pago Deposito",2022-02-01 10:49:04
"11296","221324","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-02-01 10:31:55
"11297","221324","ULV","FT","TEO","Asignación de Carga Académica",2022-01-31 17:58:55
"11298","221324","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-28 13:20:42
"11299","221326","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-30 17:13:57
"11300","221326","ULV","NM","SEC","Inscripción Finalizada",2022-01-30 17:31:00
"11301","221326","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-15 09:50:50
"11302","221326","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-17 10:05:53
"11303","221326","ULV","NM","SEC","Asignación de Carga Académica",2021-08-17 09:54:48
"11304","221326","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-17 11:22:00
"11305","221326","ULV","NM","SEC","Confirmación Pago Deposito",2021-09-16 09:45:18
"11306","221326","ULV","NM","SEC","Inscripción Finalizada",2021-09-16 09:50:34
"11307","221326","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-09-07 17:37:28
"11308","221326","ULV","NM","SEC","Pago Deposito/Tranferencia",2021-09-06 10:45:40
"11309","221326","ULV","NM","SEC","Confirmación Pago Deposito",2021-09-06 11:05:31
"11310","221326","ULV","NM","SEC","Confirmación Pago Deposito",2021-09-06 11:05:35
"11311","221327","ULV","NM","SEC","Confirmación Pago Deposito",2021-09-06 11:05:13
"11312","221327","ULV","NM","SEC","Pago Deposito/Tranferencia",2021-09-06 10:38:57
"11313","221327","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-09-07 17:40:43
"11314","221327","ULV","NM","SEC","Inscripción Finalizada",2021-09-16 09:51:15
"11315","221327","ULV","NM","SEC","Confirmación Pago Deposito",2021-09-16 09:44:57
"11316","221327","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-17 11:20:25
"11317","221327","ULV","NM","SEC","Asignación de Carga Académica",2021-08-17 09:53:07
"11318","221327","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-17 10:06:19
"11319","221327","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-15 09:50:10
"11320","221327","ULV","NM","SEC","Inscripción Finalizada",2022-01-30 17:31:52
"11321","221327","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-30 17:14:04
"11322","221328","ULV","FSC","IDS","Inscripción Finalizada",2021-08-13 13:25:15
"11323","221328","ULV","FSC","IDS","Confirmación Pago Deposito",2021-08-13 12:38:05
"11324","221328","ULV","FSC","IDS","Pago Deposito/Tranferencia",2021-08-13 12:40:00
"11325","221328","ULV","FSC","IDS","Asignación de Cálculo de Cobro",2021-08-13 12:05:36
"11326","221328","ULV","FSC","IDS","Solicitud de Cálculo de Cobro",2021-08-13 12:02:49
"11327","221328","ULV","FSC","IDS","Asignación de Carga Académica",2021-08-13 11:59:53
"11328","221328","ULV","FSC","IDS","Solicitud de Carga Académica",2021-08-13 11:57:05
"11329","221329","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-17 09:31:36
"11330","221329","ULV","NM","BACH","Asignación de Carga Académica",2021-08-17 09:19:41
"11331","221329","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-17 09:21:40
"11332","221329","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-17 09:12:51
"11333","221329","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-27 16:49:12
"11334","221329","ULV","NM","BACH","Inscripción Finalizada",2021-08-19 10:39:25
"11335","221329","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-19 10:37:44
"11336","221329","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-09-02 13:54:02
"11337","221329","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-20 12:21:07
"11338","221329","ULV","NM","BACH","Asignación de Carga Académica",2022-01-20 15:39:44
"11339","221329","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-20 16:33:57
"11340","221329","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-20 18:07:57
"11341","221329","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-27 17:07:16
"11342","221329","ULV","NM","BACH","Inscripción Finalizada",2022-01-27 17:14:56
"11343","221330","ULV","NM","SEC","Confirmación Pago Deposito",2022-02-01 10:36:59
"11344","221330","ULV","NM","SEC","Inscripción Finalizada",2022-02-01 10:40:23
"11345","221330","ULV","NM","SEC","Inscripción Finalizada",2021-08-18 10:59:15
"11346","221330","ULV","NM","SEC","Asignación de Carga Académica",2021-08-17 17:48:41
"11347","221330","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-17 17:44:22
"11348","221330","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-17 17:53:33
"11349","221330","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-17 17:50:27
"11350","221330","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-18 10:34:36
"11351","221332","ULV","NM","SEC","Inscripción Finalizada",2021-08-16 16:22:20
"11352","221332","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-09-09 12:45:58
"11353","221332","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-16 12:23:35
"11354","221332","ULV","NM","SEC","Asignación de Carga Académica",2021-08-15 14:13:38
"11355","221332","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-15 14:06:48
"11356","221332","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-15 15:11:27
"11357","221332","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-16 16:12:44
"11358","221332","ULV","NM","SEC","Confirmación Pago Deposito",2022-02-03 15:23:12
"11359","221332","ULV","NM","SEC","Inscripción Finalizada",2022-02-03 15:25:51
"11360","221332","ULV","NM","SEC","Asignación de Cálculo de Cobro",2022-02-03 13:00:15
"11361","221333","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2022-01-24 10:45:16
"11362","221333","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2022-01-24 10:15:44
"11363","221333","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2022-01-24 10:23:47
"11364","221333","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-16 12:52:19
"11365","221333","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-16 12:52:22
"11366","221333","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2021-08-16 12:46:56
"11367","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-16 15:01:30
"11368","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-16 14:56:40
"11369","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-16 14:56:43
"11370","221333","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2021-08-16 13:01:43
"11371","221333","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-16 13:19:16
"11372","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-16 18:02:22
"11373","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-16 19:51:20
"11374","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-16 19:53:05
"11375","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-16 17:49:18
"11376","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-17 11:45:22
"11377","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-17 12:03:25
"11378","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-17 12:32:52
"11379","221333","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-17 13:42:39
"11380","221333","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2021-08-18 09:15:55
"11381","221333","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-25 12:20:42
"11382","221333","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2022-01-21 13:00:05
"11383","221333","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2022-01-21 12:22:10
"11384","221333","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-21 12:34:53
"11385","221333","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2022-01-21 12:37:27
"11386","221333","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2022-01-21 13:31:36
"11387","221334","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-20 18:13:07
"11388","221334","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-20 17:44:22
"11389","221334","ULV","NM","BACH","Asignación de Carga Académica",2022-01-20 15:41:32
"11390","221334","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-20 13:16:17
"11391","221334","ULV","NM","BACH","Inscripción Finalizada",2021-08-17 18:21:20
"11392","221334","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-17 17:54:58
"11393","221334","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-16 12:25:30
"11394","221334","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-16 11:25:20
"11395","221334","ULV","NM","BACH","Asignación de Carga Académica",2021-08-16 11:36:50
"11396","221334","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-16 11:48:10
"11397","221334","ULV","NM","BACH","Inscripción Finalizada",2022-01-30 08:53:51
"11398","221334","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-28 13:43:02
"11399","221335","ULV","NM","PRIM","Solicitud de Carga Académica",2021-08-18 08:47:05
"11400","221335","ULV","NM","PRIM","Asignación de Cálculo de Cobro",2021-08-18 10:23:22
"11401","221335","ULV","NM","PRIM","Solicitud de Cálculo de Cobro",2021-08-18 09:50:07
"11402","221335","ULV","NM","PRIM","Asignación de Carga Académica",2021-08-18 09:34:27
"11403","221335","ULV","NM","PRIM","Inscripción Finalizada",2021-08-18 16:45:56
"11404","221335","ULV","NM","PRIM","Confirmación Pago Deposito",2021-08-18 16:41:55
"11405","221335","ULV","NM","PRIM","Confirmación Pago Deposito",2021-08-18 16:42:13
"11406","221335","ULV","NM","PRIM","Pago Deposito/Tranferencia",2022-01-20 18:24:24
"11407","221335","ULV","NM","PRIM","Pago Deposito/Tranferencia",2022-01-21 09:27:36
"11408","221335","ULV","NM","PRIM","Inscripción Finalizada",2022-01-21 13:05:06
"11409","221335","ULV","NM","PRIM","Confirmación Pago Deposito",2022-01-21 11:53:43
"11410","221336","ULV","NM","PRIM","Solicitud de Cálculo de Cobro",2021-08-17 10:15:12
"11411","221336","ULV","NM","PRIM","Asignación de Cálculo de Cobro",2021-08-17 10:24:04
"11412","221336","ULV","NM","PRIM","Inscripción Finalizada",2021-09-06 17:18:18
"11413","221336","ULV","NM","PRIM","Pago Deposito/Tranferencia",2021-09-06 10:55:15
"11414","221336","ULV","NM","PRIM","Confirmación Pago Deposito",2021-09-06 11:05:38
"11415","221336","ULV","NM","PRIM","Solicitud de Carga Académica",2021-08-16 14:58:26
"11416","221336","ULV","NM","PRIM","Asignación de Carga Académica",2021-08-16 15:07:28
"11417","221336","ULV","NM","PRIM","Confirmación Pago Deposito",2022-02-01 18:41:22
"11418","221336","ULV","NM","PRIM","Inscripción Finalizada",2022-02-02 11:03:10
"11419","221337","ULV","NM","BACH","Confirmación Pago Deposito",2022-02-03 10:47:40
"11420","221337","ULV","NM","BACH","Inscripción Finalizada",2022-02-03 11:31:29
"11421","221337","ULV","NM","BACH","Asignación de Carga Académica",2022-01-25 10:27:39
"11422","221337","ULV","NM","BACH","Asignación de Carga Académica",2022-01-25 10:27:42
"11423","221337","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-24 16:59:31
"11424","221337","ULV","NM","BACH","Asignación de Carga Académica",2022-01-25 12:45:47
"11425","221337","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-26 09:30:34
"11426","221337","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-26 10:03:18
"11427","221337","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-17 08:41:56
"11428","221337","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-17 11:45:07
"11429","221337","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-17 11:19:45
"11430","221337","ULV","NM","BACH","Asignación de Carga Académica",2021-08-17 11:17:48
"11431","221337","ULV","NM","BACH","Inscripción Finalizada",2021-08-18 11:59:53
"11432","221337","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-18 11:38:22
"11433","221338","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-18 10:54:59
"11434","221338","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-18 10:55:18
"11435","221338","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2021-08-18 12:18:46
"11436","221338","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-18 10:52:54
"11437","221338","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-17 22:14:32
"11438","221338","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2021-08-17 19:17:19
"11439","221338","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-18 09:19:45
"11440","221338","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2021-08-18 09:15:42
"11441","221342","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-18 15:25:36
"11442","221342","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-18 15:39:44
"11443","221342","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-18 15:34:37
"11444","221342","ULV","NM","SEC","Asignación de Carga Académica",2021-08-18 15:31:41
"11445","221342","ULV","NM","SEC","Inscripción Finalizada",2021-08-23 17:39:50
"11446","221342","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-23 14:14:26
"11447","221342","ULV","NM","SEC","Confirmación de Pago en Línea",2022-01-27 08:45:25
"11448","221342","ULV","NM","SEC","Inscripción Finalizada",2022-01-27 09:16:53
"11449","221343","ULV","NM","SEC","Inscripción Finalizada",2022-01-27 09:18:09
"11450","221343","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-26 17:37:06
"11451","221343","ULV","NM","SEC","Inscripción Finalizada",2021-08-23 08:45:54
"11452","221343","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-19 10:17:09
"11453","221343","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-18 15:32:23
"11454","221343","ULV","NM","SEC","Asignación de Carga Académica",2021-08-18 15:34:09
"11455","221343","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-18 15:35:12
"11456","221343","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-18 15:54:03
"11457","221344","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-23 09:18:17
"11458","221344","ULV","NM","SEC","Asignación de Carga Académica",2021-08-23 09:22:57
"11459","221344","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-23 11:37:34
"11460","221344","ULV","NM","SEC","Inscripción Finalizada",2021-08-24 12:15:00
"11461","221344","ULV","NM","SEC","Inscripción Finalizada",2022-02-01 10:16:27
"11462","221344","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-31 17:26:01
"11463","221344","ULV","NM","SEC","Asignación de Cálculo de Cobro",2022-01-31 16:10:04
"11464","221345","ULV","NM","KIN","Inscripción Finalizada",2022-02-03 10:01:08
"11465","221345","ULV","NM","KIN","Confirmación Pago Deposito",2022-02-02 17:29:46
"11466","221345","ULV","NM","KIN","Inscripción Finalizada",2021-08-23 09:37:52
"11467","221345","ULV","NM","KIN","Confirmación Pago Deposito",2021-08-23 09:30:10
"11468","221345","ULV","NM","KIN","Solicitud de Carga Académica",2021-08-18 13:52:24
"11469","221345","ULV","NM","KIN","Asignación de Carga Académica",2021-08-18 14:11:29
"11470","221345","ULV","NM","KIN","Solicitud de Cálculo de Cobro",2021-08-18 14:13:35
"11471","221345","ULV","NM","KIN","Asignación de Cálculo de Cobro",2021-08-18 15:11:11
"11472","221346","ULV","NM","PRIM","Solicitud de Carga Académica",2021-08-25 13:46:28
"11473","221346","ULV","NM","PRIM","Asignación de Carga Académica",2021-08-25 14:26:04
"11474","221346","ULV","NM","PRIM","Solicitud de Cálculo de Cobro",2021-08-25 14:30:13
"11475","221346","ULV","NM","PRIM","Asignación de Cálculo de Cobro",2021-08-26 11:19:58
"11476","221346","ULV","NM","PRIM","Pago Deposito/Tranferencia",2021-09-01 21:17:06
"11477","221346","ULV","NM","PRIM","Confirmación Pago Deposito",2021-09-02 09:26:16
"11478","221346","ULV","NM","PRIM","Inscripción Finalizada",2021-09-03 09:29:27
"11479","221346","ULV","NM","PRIM","Inscripción Finalizada",2022-01-20 12:39:05
"11480","221346","ULV","NM","PRIM","Confirmación Pago Deposito",2022-01-20 12:27:03
"11481","221346","ULV","NM","PRIM","Pago Deposito/Tranferencia",2022-01-19 15:06:24
"11482","221347","ULV","NM","KIN","Pago Deposito/Tranferencia",2022-01-21 18:18:52
"11483","221347","ULV","NM","KIN","Pago Deposito/Tranferencia",2021-09-06 09:41:04
"11484","221347","ULV","NM","KIN","Confirmación Pago Deposito",2021-09-06 09:49:58
"11485","221347","ULV","NM","KIN","Pago Deposito/Tranferencia",2021-09-03 13:55:21
"11486","221347","ULV","NM","KIN","Pago Deposito/Tranferencia",2021-09-03 13:23:44
"11487","221347","ULV","NM","KIN","Pago Deposito/Tranferencia",2021-09-03 13:26:21
"11488","221347","ULV","NM","KIN","Inscripción Finalizada",2021-09-06 17:17:47
"11489","221347","ULV","NM","KIN","Pago Deposito/Tranferencia",2021-08-23 17:33:44
